date,HKQuantityTypeIdentifierActiveEnergyBurned,HKQuantityTypeIdentifierBasalEnergyBurned,HKQuantityTypeIdentifierDistanceWalkingRunning,HKQuantityTypeIdentifierStepCount,HKQuantityTypeIdentifierWalkingSpeed,HKQuantityTypeIdentifierWalkingStepLength
2024-09-14,34.8,1365.117,0.73456067,2871.0,1.872317,19.05508
2024-09-15,17.188,1377.362,0.392029396,1450.0,2.035615,20.57085
2024-09-16,28.798000000000002,1382.866,0.632891754,2424.0,1.909785,19.3405125
2024-09-17,30.817999999999998,1383.249,0.717223295,2675.0,1.87063875,18.5039125
2024-09-18,16.533,1372.6309999999999,0.41011734,1603.0,1.964032,19.44878
2024-09-19,40.142,1418.724,0.91532947,3679.0,1.9125809090909092,19.470263636363637
2024-09-20,35.063,1356.435,0.7488268029999999,2950.0,1.81689,17.957094444444447
2024-09-21,35.525999999999996,1379.831,0.64333665,2522.0,1.9237636363636363,19.004981818181818
2024-09-22,16.235,1375.552,0.47524977,1751.0,1.7932766666666666,19.094466666666666
2024-09-23,28.3,1381.968,0.65439713,2447.0,1.8406814285714286,18.84135714285714
2024-09-24,34.551,1389.849,0.83451348,3021.0,1.9013953846153848,18.8976
2024-09-25,21.573,1372.971,0.54469387,2011.0,1.7746366666666669,17.7165
2024-09-26,45.464,1409.925,0.81545657,2964.0,1.816113125,18.82378125
2024-09-27,45.26,1409.193,0.76293204,3008.0,1.9013971428571428,18.72887142857143
2024-09-28,38.712,1347.999,0.710823242,2660.0,1.7984965,17.7165
2024-09-29,29.438,1398.003,0.61074582,2412.0,1.9748964285714286,19.17882142857143
2024-09-30,24.89,1376.733,0.4921881,1923.0,1.7423233333333334,17.366544444444443
2024-10-01,14.357,1388.05,0.35904689,1357.0,1.7522658333333334,16.830676666666665
2024-10-02,5.104,1351.04,0.11632698000000001,484.0,2.03561,18.1102
2024-10-03,21.493,1393.2169999999999,0.45540279,1837.0,1.9013958333333336,18.667941666666668
2024-10-04,38.669,1344.517,1.02185599,4254.0,1.8067553846153845,18.65532307692308
2024-10-05,110.083,1399.9769999999999,1.968511912,7514.0,1.932792105263158,20.534571929824562
2024-10-06,24.31,1421.57,0.51893191,1977.0,1.8678425,19.3405125
2024-10-07,31.333000000000002,1351.067,0.572860513,2215.0,1.6821760000000001,16.81099
2024-10-08,164.276,1391.223,2.00590553,8219.0,1.821505,18.813235714285714
2024-10-09,202.681,1397.641,2.791551839,10366.0,1.9719998437500001,21.0568046875
2024-10-10,36.25,1389.21,0.81554957,3096.0,1.9500823529411766,19.314464705882354
2024-10-11,24.113,1379.805,0.54668235,2196.0,1.9365464285714287,19.572514285714284
2024-10-12,42.396,1394.854,0.83760199,3122.0,1.801391176470588,17.623864705882355
2024-10-13,47.974000000000004,1376.591,1.06286105,4199.0,1.8289188,19.11808
2024-10-14,30.849,1390.62,0.6206752600000001,2472.0,1.814155,18.18894
